"","years","jugador","name","pos","bat","lan","exp","pais","estado","ciudad"
"2248","2013-14","J. Ortiz","Joseph Ortiz","P","Z","Z","6","Venezuela","D.F.","Caracas"
"2249","2013-14","R. Osuna","Renny David Osuna Blanco","2B","D","D","7","Venezuela","D.F.","Caracas"
"2250","2013-14","S. Pérez","Salvador Johan Pérez Díaz","C","D","D","2","Venezuela","Carabobo","Valencia"
"2251","2013-14","R. Pinto","Renyel Eligio Pinto","P","Z","Z","11","Venezuela","Miranda","Cupira"
"2252","2013-14","J. Ramírez","Juan Carlos Ramírez","P","D","D","2","Nicaragua","","Managua"
"2253","2013-14","W. Ramírez","Wilfredo José Ramírez","P","Z","Z","4","Venezuela","Anzoategui","Barcelona"
"2254","2013-14","C. Reed","Christopher William Reed","p","Z","Z","1","Reino Unido","","London"
"2255","2013-14","C. Retherford","Christopher Jess Retherford","3B","D","D","2","USA","Florida","Homestead"
"2256","2013-14","R. Reyes","René Reyes","CF","A","D","15","Venezuela","Nueva Esparta","Margarita"
"2257","2013-14","M. Robles","Mauricio Antonio Robles","P","Z","Z","5","Venezuela","Carabobo","Valencia"
"2258","2013-14","M. Rojas","Miguel Elias Rojas","SS","D","D","6","Venezuela","Miranda","Los Teques"
"2259","2013-14","J. Romak","James Robert Romak","LF","D","D","1","Canada","Ontario","London"
"2260","2013-14","H. Sánchez","Hector Enrique Sánchez","C","A","D","4","Venezuela","Aragua","Maracay"
"2261","2013-14","Y. Sánchez","Yolmer Carlos Javier Sánchez Yanez","3B","A","D","3","Venezuela","Aragua","Maracay"
"2262","2013-14","C. Santeliz","Clevelan A. Santeliz","P","D","D","8","Venezuela","Carabobo","Valencia"
"2263","2013-14","L. Sardiñas","Luis Alexander Sardiñas","SS","A","D","1","Venezuela","Bolivar","Upata"
"2264","2013-14","C. Suarez","César Javier Suarez Vezga","3B","D","D","11","Venezuela","Zulia","Maracaibo"
"2265","2013-14","T. Thompson","Taylor F. Thompson","P","D","D","1","USA","Alabama","Montgomery"
"2266","2013-14","T. Thompson","Trayce Nikolas Thompson","CF","D","D","1","USA","California","Los Angeles"
"2267","2013-14","E. Vázquez","Esmerling Vázquez","P","D","D","1","Republica Dominicana","","Tenares"
"2268","2013-14","P. Villarreal","Pedro A. Villarreal","P","D","D","1","USA","Texas","Edinburg"
"2269","2013-14","A. Wilkins","Andrew Robert Wilkins","1B","Z","D","1","USA","Oklahoma","Tulsa"
"2270","2014-15","C. Alvarado","Carlos Eduardo Alvarado","P","D","D","2","Venezuela","Carabobo","Central Tacarigua"
"2271","2014-15","E. Andrus","Erold Andrus","CF","A","Z","13","Venezuela","D.F.","Caracas"
"2272","2014-15","M. Antonini","Michael John Antonini","P","D","Z","1","USA","Pensilnavia","Drexel Hill"
"2273","2014-15","E. Barrios","Edison Ernesto Barrios Castillo","P","D","D","4","Venezuela","Aragua","Villa de Cura"
"2274","2014-15","K. Batista","Kendy J. Batista","P","D","D","8","Venezuela","Zulia","Santa Barbara"
"2275","2014-15","B. Baumann","George Charles Baumann","P","Z","Z","1","USA","Illinois","Chicago"
"2276","2014-15","R. Bernadina","Rogearvin A. Bernadina","CF","Z","Z","3","Curazao","","Curacao"
"2277","2014-15","A. Cabrera","Alexander Alberto Cabrera","1B","D","D","18","Venezuela","Monagas","Caripito"
"2278","2014-15","J. Casey","Jarrett Patrick Casey","P","D","Z","1","USA","Indiana","Indianapolis"
"2279","2014-15","A. Castellanos","Alejandro Luis Castellanos","CF","D","D","2","USA","Florida","Miami"
"2280","2014-15","C. Colmenares","Carlos Alberto Colmenares Torres","3B","A","D","7","Venezuela","Carabobo","Valencia"
"2281","2014-15","R. Cova","Rafael José Cova","P","D","D","11","Venezuela","Sucre","Cariaco"
"2282","2014-15","W. Cuevas","William Cuevas","P","D","D","1","Venezuela","D.F.","Caracas"
"2283","2014-15","Y. Daza","Yonathan Daza","CF","D","D","1","Venezuela","",""
"2284","2014-15","A. Díaz","Alberto José Díaz","P","Z","Z","1","Venezuela","D.F.","Caracas"
"2285","2014-15","E. Escalona","Edgmer Eduarado Escalona","P","D","D","7","Venezuela","Vargas","La Guaira"
"2286","2014-15","S. Escalona","Sergio Luis Escalona Rodríguez","P","Z","Z","8","Venezuela","Lara","El Tocuyo"
"2287","2014-15","A. Gerdel","Anderson Denny Gerdel","P","D","D","1","Venezuela","Miranda","Charallave"
"2288","2014-15","J. Giavotella","Johnny A. Giavotella","LF","D","D","1","USA","Luisiana","Metairie"
"2289","2014-15","E. González","Enrique César González","P","D","D","15","Venezuela","Bolivar","Ciudad Bolivar"
"2290","2014-15","J. González","José Antonio González","C","D","D","5","Venezuela","D.F.","Caracas"
"2291","2014-15","J. González","Juan Pablo González","P","D","D","2","Venezuela","Aragua","Maracay"
"2292","2014-15","M. González","Miguel Antonio González","C","D","D","4","Venezuela","Nueva Esparta","Porlamar"
"2293","2014-15","D. Gorski","Darin Walter Gorski","P","Z","Z","1","USA","Pensilnavia","Mount Joy"
"2294","2014-15","J. Guerra","Junior J. Guerra","P","D","D","7","Venezuela","Bolivar","San Felix"
"2295","2014-15","C. Guevara","Cruz Emilio Guevara","P","Z","Z","1","Venezuela","",""
"2296","2014-15","T. Henson","Bobby Tyler Henson","2B","D","D","1","USA","Oklahoma","Oklahoma City"
"2297","2014-15","F. Hernández","Fernando Hernández","P","D","D","4","USA","Florida","Miami"
"2298","2014-15","A. Herrera","Alvin Herrera","P","D","D","1","Venezuela","",""
"2299","2014-15","O. Herrera","David Odubel Herrera","2B","Z","D","1","Venezuela","Zulia","San Jose"
"2300","2014-15","E. Idrogo","Eudis Joel Idrogo","P","Z","Z","1","Venezuela","Anzoategui",""
"2301","2014-15","G. Infante","Gregory Infante","P","D","D","6","Venezuela","D.F.","Caracas"
"2302","2014-15","J. Infante","Juan C Infante","SS","A","D","3","Venezuela","",""
"2303","2014-15","C. Kimball","Cole A. Kimball","P","D","D","1","USA","Nueva York","Brooklyn"
"2304","2014-15","R. Kussmaul","Ryan Kussmaul","P","D","D","3","USA","Wisconsin","Fennimore"
"2305","2014-15","J. Link","Jon Paul Link","P","D","D","5","USA","Ohio","Columbus"
"2306","2014-15","Y. López","Yorfrank Manuel López","P","D","D","3","Venezuela","Anzoategui","Barcelona"
"2307","2014-15","E. Martín","Ethan Cash Martín","P","D","D","1","USA","Georgia","Athens"
"2308","2014-15","J. Martínez","José A. Martínez","RF","D","D","6","Venezuela","Vargas","La Guaira"
"2309","2014-15","A. Mavare","Arlett José Mavare","P","D","D","3","Venezuela","Lara","Barquisimeto"
"2310","2014-15","A. Mejias","Alving Mejias","P","D","D","2","Venezuela","Zulia","Maracaibo"
"2311","2014-15","O. Melendez","Óscar Junior Melendez","P","D","D","1","Venezuela","D.F.","Caracas"
"2312","2014-15","H. Meneses","Heiker Albert Meneses","2B","D","D","6","Venezuela","D.F.","Caracas"
"2313","2014-15","W. Mesa","Wanel Mesa","P","D","D","1","Republica Dominicana","","Azua"
"2314","2014-15","S. Miranda","Sergio Miranda","3B","A","D","1","USA","Virginia","Richmond"
"2315","2014-15","M. Nesseth","Michael John Nesseth","P","D","D","1","USA","Minnesota","Windom"
"2316","2014-15","A. Nieves","Abel Moises Nieves Sánchez","2B","D","D","6","Venezuela","Aragua","Maracay"
"2317","2014-15","R. Ortega","Rafael Ortega","CF","Z","D","5","Venezuela","Anzoategui","El Tigre"
"2318","2014-15","J. Ortiz","Joseph Ortiz","P","Z","Z","7","Venezuela","D.F.","Caracas"
"2319","2014-15","C. Perkins","Cameron Perkins","RF","D","D","1","USA","Indiana","Indianapolis"
"2320","2014-15","R. Pinto","Renyel Eligio Pinto","P","Z","Z","12","Venezuela","Miranda","Cupira"
"2321","2014-15","M. Ramírez","Michael Ramírez","C","D","D","1","Venezuela","Yaracuy","San Felipe"
"2322","2014-15","R. Ramírez","Ramon A. Ramírez","P","D","D","8","Venezuela","Aragua","Cagua"
"2323","2014-15","K. Regas","Kristopher L Regas","P","Z","Z","1","USA","Illinois","Kankakee"
"2324","2014-15","R. Reid","Ryan Allen Reid","P","Z","D","3","USA","Maine","Portland"
"2325","2014-15","C. Retherford","Christopher Jess Retherford","3B","D","D","3","USA","Florida","Homestead"
"2326","2014-15","R. Reyes","René Reyes","CF","A","D","16","Venezuela","Nueva Esparta","Margarita"
"2327","2014-15","G. Rodríguez","Guillermo Segundo Rodríguez Pérez","C","D","D","19","Venezuela","Lara","Barquisimeto"
"2328","2014-15","M. Rojas","Miguel Elias Rojas","SS","D","D","7","Venezuela","Miranda","Los Teques"
"2329","2014-15","J. Romak","James Robert Romak","LF","D","D","2","Canada","Ontario","London"
"2330","2014-15","M. Rusch","Matthew Andrew Rusch","P","D","D","2","USA","Nueva York","Rotterdam"
"2331","2014-15","H. Sánchez","Hector Enrique Sánchez","C","A","D","5","Venezuela","Aragua","Maracay"
"2332","2014-15","Y. Sánchez","Yolmer Carlos Javier Sánchez Yanez","3B","A","D","4","Venezuela","Aragua","Maracay"
"2333","2014-15","C. Santeliz","Clevelan A. Santeliz","P","D","D","9","Venezuela","Carabobo","Valencia"
"2334","2014-15","L. Sardiñas","Luis Alexander Sardiñas","SS","A","D","2","Venezuela","Bolivar","Upata"
"2335","2014-15","D. Soriano","Dionis Soriano","P","Z","Z","1","Republica Dominicana","","San Pedro de Macoris"
"2336","2014-15","C. Suarez","César Javier Suarez Vezga","3B","D","D","12","Venezuela","Zulia","Maracaibo"
"2337","2014-15","J. Sulbaran","Juan Carlos Antonio Sulbaran","P","D","D","1","USA","Florida","Davie"
"2338","2014-15","J. Thompson","Jacob Matthew Thompson","P","D","D","1","USA","California","Downey"
"2339","2014-15","B. Villarreal","Brayan René Villarreal","P","D","D","5","Venezuela","Vargas","La Guaira"
"2340","2014-15","P. Villarreal","Pedro A. Villarreal","P","D","D","2","USA","Texas","Edinburg"
"2341","2014-15","E. Villasmil","Edioglis Villasmil","P","D","D","1","Venezuela","D.F.","Caracas"
"2342","2014-15","K. Villegas","Kender Villegas","P","D","D","2","Venezuela","D.F.","Caracas"
"2343","2014-15","D. Watts","Dakota Watts","P","D","D","3","USA","California","Oroville"
"2344","2014-15","T. Ybarra","Tyler J. Ybarra","P","Z","Z","1","USA","Kansas","Wellington"
"2345","2015-16","J. Alfaro","Jorge Mario Alfaro Buelvas","C","D","D","1","Colombia","","Sincelejo"
"2346","2015-16","J. Alvarado","José Antonio Alvarado Lizarzabal","P","Z","Z","1","Venezuela","Zulia","Maracaibo"
"2347","2015-16","C. Arroyo","Carlos A. Arroyo","LF","Z","D","1","Venezuela","Carabobo","Valencia"
"2348","2015-16","B. Baumann","George Charles Baumann","P","Z","Z","2","USA","Illinois","Chicago"
"2349","2015-16","J. Belisario","Johan Belisario","P","D","D","1","Venezuela","Bolivar","Ciudad Bolivar"
"2350","2015-16","A. Burg","Alexander Musashi Burg","RF","D","D","1","USA","Washington","Des Moines"
"2351","2015-16","B. Burgamy","Brian Randall Burgamy","LF","A","D","1","USA","Oklahoma","Lawton"
"2352","2015-16","S. Burroughs","Sean Patrick Burroughs","3B","Z","D","3","USA","Georgia","Atlanta"
"2353","2015-16","A. Cabrera","Alexander Alberto Cabrera","1B","D","D","19","Venezuela","Monagas","Caripito"
"2354","2015-16","R. Cabrera","Rony Alexander Cabrera","3B","D","D","1","Venezuela","",""
"2355","2015-16","A. Candelario","Alexis A Candelario","P","D","D","1","Republica Dominicana","","Santo Domingo"
"2356","2015-16","P. Clemens","Paul Arthur Clemens","P","D","D","1","USA","Carolina del Sur","Columbia"
"2357","2015-16","C. Colmenares","Carlos Alberto Colmenares Torres","3B","A","D","8","Venezuela","Carabobo","Valencia"
"2358","2015-16","R. Corona","Reegie R. Corona","2B","A","D","6","Venezuela","D.F.","Caracas"
"2359","2015-16","R. Cova","Rafael José Cova","P","D","D","12","Venezuela","Sucre","Cariaco"
"2360","2015-16","W. Cuevas","William Cuevas","P","D","D","2","Venezuela","D.F.","Caracas"
"2361","2015-16","Y. Daza","Yonathan Daza","CF","D","D","2","Venezuela","",""
"2362","2015-16","F. De La Cruz","Eulogio De La Cruz Martínez","P","D","D","1","Republica Dominicana","","Santo Domingo"
"2363","2015-16","T. DeLoach","Tyler Clay DeLoach","P","D","Z","1","USA","Carolina del Norte","Roanoke Rapids"
"2364","2015-16","C. Devenski","Christopher Michael Devenski","P","D","D","1","USA","California","Cerritos"
"2365","2015-16","E. Escalona","Edgmer Eduarado Escalona","P","D","D","8","Venezuela","Vargas","La Guaira"
"2366","2015-16","S. Escalona","Sergio Luis Escalona Rodríguez","P","Z","Z","9","Venezuela","Lara","El Tocuyo"
"2367","2015-16","D. Fajardo","Daniel José Fajardo","C","D","D","1","Venezuela","Aragua","Maracay"
"2368","2015-16","H. García","Hector García","1B","R","R","1","Venezuela","D.F.","Caracas"
"2369","2015-16","A. González","Alberto Ramon González","SS","D","D","11","Venezuela","Zulia","Maracaibo"
"2370","2015-16","E. González","Enrique César González","P","D","D","16","Venezuela","Bolivar","Ciudad Bolivar"
"2371","2015-16","J. González","José Antonio González","C","D","D","6","Venezuela","D.F.","Caracas"
"2372","2015-16","J. González","Juan Pablo González","P","D","D","3","Venezuela","Aragua","Maracay"
"2373","2015-16","M. González","Miguel Antonio González","C","D","D","5","Venezuela","Nueva Esparta","Porlamar"
"2374","2015-16","S. González","Severino Yunier González","P","D","D","2","Panama","","Santiago"
"2375","2015-16","J. Grullon","Juan Grullon","P","Z","Z","1","Republica Dominicana","","Santiago"
"2376","2015-16","J. Guerra","Junior J. Guerra","P","D","D","8","Venezuela","Bolivar","San Felix"
"2377","2015-16","C. Guevara","Cruz Emilio Guevara","P","Z","Z","2","Venezuela","",""
"2378","2015-16","J. Hale","Willie Paul Jacob Hale","P","D","D","1","USA","Ohio","Athens"
"2379","2015-16","M. Hamburger","Mark John Hamburger","P","D","D","2","USA","Minnesota","St. Paul"
"2380","2015-16","A. Herrera","Alvin Herrera","P","D","D","2","Venezuela","",""
"2381","2015-16","O. Herrera","David Odubel Herrera","2B","Z","D","2","Venezuela","Zulia","San Jose"
"2382","2015-16","S. Hill","Shawn Richard Hill","P","D","D","1","Canada","Ontario","Mississauga"
"2383","2015-16","E. Idrogo","Eudis Joel Idrogo","P","Z","Z","2","Venezuela","Anzoategui",""
"2384","2015-16","G. Infante","Gregory Infante","P","D","D","7","Venezuela","D.F.","Caracas"
"2385","2015-16","R. Kussmaul","Ryan Kussmaul","P","D","D","4","USA","Wisconsin","Fennimore"
"2386","2015-16","J. Long","Jaron Long","P","D","D","1","USA","Arizona","Scottsdale"
"2387","2015-16","Y. López","Yorfrank Manuel López","P","D","D","4","Venezuela","Anzoategui","Barcelona"
"2388","2015-16","J. Martínez","José A. Martínez","RF","D","D","7","Venezuela","Vargas","La Guaira"
"2389","2015-16","H. Mayora","Hector Alfonso Mayora","P","D","D","3","Venezuela","Vargas","La Guaira"
"2390","2015-16","L. Mendez","Luis Miguel Mendez","2B","A","D","1","Venezuela","Guarico","San Juan de los Morros"
"2391","2015-16","H. Meneses","Heiker Albert Meneses","2B","D","D","7","Venezuela","D.F.","Caracas"
"2392","2015-16","J. Miller","James Matthew Miller","P","D","D","2","USA","Nueva Jersey","Morristown"
"2393","2015-16","R. Mustelier","Ronnier Mustelier","3B","D","D","1","Cuba","","Santiago de Cuba"
"2394","2015-16","K. Newby","Kyler Read Newby","P","D","D","2","USA","Nevada","Las Vegas"
"2395","2015-16","A. Noguera","Antonio Noguera Rodríguez","P","Z","Z","2","Venezuela","D.F.","Caracas"
"2396","2015-16","J. Ortiz","Joseph Ortiz","P","Z","Z","8","Venezuela","D.F.","Caracas"
"2397","2015-16","R. Padron","Raúl E. Padron","C","Z","D","9","Venezuela","Miranda","Los Teques"
"2398","2015-16","J. Palacios","Javier Palacios","P","D","D","1","Venezuela","",""
"2399","2015-16","R. Paredes","Ruben Darío Paredes","P","D","D","1","Venezuela","Lara","Barquisimeto"
"2400","2015-16","A. Pérez","Arvicent Guaicaipuro Pérez","C","D","D","1","Venezuela","Bolivar","Ciudad Bolivar"
"2401","2015-16","O. Pérez","Óscar Andrés Pérez","C","D","D","3","Venezuela","D.F.","Caracas"
"2402","2015-16","R. Ramírez","Ramon A. Ramírez","P","D","D","9","Venezuela","Aragua","Cagua"
"2403","2015-16","E. Ramos","Edubray Eduar Ramos","P","D","D","1","Venezuela","D.F.","Caracas"
"2404","2015-16","H. Rodríguez","Helmis Rodríguez","P","Z","Z","1","Venezuela","Tachira","Colon"
"2405","2015-16","H. Rodríguez","Henry Alberto Rodríguez","P","D","D","9","Venezuela","Zulia","Santa Barbara"
"2406","2015-16","J. Rodríguez","Jorma J Rodríguez","2B","D","D","1","Venezuela","Aragua","Palo Negro"
"2407","2015-16","M. Rojas","Miguel Elias Rojas","SS","D","D","8","Venezuela","Miranda","Los Teques"
"2408","2015-16","Y. Sánchez","Yolmer Carlos Javier Sánchez Yanez","3B","A","D","5","Venezuela","Aragua","Maracay"
"2409","2015-16","L. Sardiñas","Luis Alexander Sardiñas","SS","A","D","3","Venezuela","Bolivar","Upata"
"2410","2015-16","C. Satterwhite","Cody Allen Satterwhite","P","D","D","1","USA","Misisipi","Jackson"
"2411","2015-16","S. Shackleford","Stephen Shackleford","P","D","D","1","USA","Florida","St. Petersburg"
"2412","2015-16","C. Suarez","César Javier Suarez Vezga","3B","D","D","13","Venezuela","Zulia","Maracaibo"
"2413","2015-16","B. Villarreal","Brayan René Villarreal","P","D","D","6","Venezuela","Vargas","La Guaira"
"2414","2015-16","E. Villasmil","Edioglis Villasmil","P","D","D","2","Venezuela","D.F.","Caracas"
"2415","2015-16","J. Yan","Johan Yan","P","D","D","1","Republica Dominicana","","San Pedro de Macoris"
"2416","2016-17","J. Albaladejo","Jonathan Albaladejo Santana","P","D","D","2","Puerto Rico","","San Juan"
"2417","2016-17","J. Alfaro","Jorge Mario Alfaro Buelvas","C","D","D","2","Colombia","","Sincelejo"
"2418","2016-17","J. Alvarado","José Antonio Alvarado Lizarzabal","P","Z","Z","2","Venezuela","Zulia","Maracaibo"
"2419","2016-17","M. Antonini","Michael John Antonini","P","D","Z","2","USA","Pensilnavia","Drexel Hill"
"2420","2016-17","C. Arroyo","Carlos A. Arroyo","LF","Z","D","2","Venezuela","Carabobo","Valencia"
"2421","2016-17","E. Bock","Edinson Bock","P","D","D","1","Venezuela","Vargas","La Guaira"
"2422","2016-17","H. Brazoban","Huascar Leandro Brazoban","P","D","D","1","Republica Dominicana","","Villa Mella"
"2423","2016-17","E. Briceno","Endrys Eduardo Briceno","P","D","D","2","Venezuela","Aragua","Maracay"
"2424","2016-17","B. Burgamy","Brian Randall Burgamy","LF","A","D","2","USA","Oklahoma","Lawton"
"2425","2016-17","O. Carrizales","Omar Carrizales","CF","Z","Z","1","Venezuela","Aragua","Maracay"
"2426","2016-17","J. Castillo","José Castillo","3B","D","D","17","Venezuela","Guarico","Las Mercedes"
"2427","2016-17","J. Celis","Johny José Celis","1B","Z","D","4","Venezuela","D.F.","Caracas"
"2428","2016-17","T. Collier","Thomas Collier","P","D","D","1","USA","Texas","Houston"
"2429","2016-17","C. Colmenares","Carlos Alberto Colmenares Torres","3B","A","D","9","Venezuela","Carabobo","Valencia"
"2430","2016-17","R. Cordova","Rehiner Anderson Cordova","BE","A","D","2","Venezuela","Aragua","Maracay"
"2431","2016-17","R. Corona","Reegie R. Corona","2B","A","D","7","Venezuela","D.F.","Caracas"
